type,id,lat,lon,tags
node,734402,46.6905993,7.6681887,"{'amenity': 'fuel', 'brand': 'Eni', 'brand:wikidata': 'Q565594', 'name': 'Eni'}"
node,1228781,46.8785984,7.5423261,"{'amenity': 'fuel', 'brand': 'BP', 'fuel:diesel': 'yes', 'operator': 'BP', 'wheelchair': 'yes'}"
node,5702030,46.6805465,7.8274119,"{'amenity': 'fuel', 'name': 'Migrol', 'opening_hours': '24/7'}"
node,5702071,46.6834149,7.8445587,"{'amenity': 'fuel', 'brand': 'Avia', 'brand:wikidata': 'Q300147', 'brand:wikipedia': 'de:Avia International', 'name': 'Avia', 'operator': 'Avia'}"
node,8082505,46.6838171,7.6644266,"{'amenity': 'fuel', 'wheelchair': 'limited'}"
node,17407058,47.0547266,7.6253785,"{'amenity': 'fuel', 'check_date': '2023-08-31', 'created_by': 'Potlatch 0.5d', 'name': 'Moveri Burgdorf', 'operator': 'Shell'}"
node,27069561,47.3963906,8.6233174,"{'addr:city': 'Dübendorf', 'addr:housenumber': '44', 'addr:postcode': '8600', 'addr:street': 'Usterstrasse', 'amenity': 'fuel', 'branch': 'Dübendorf Zur Schmiede', 'brand': 'SOCAR', 'brand:wikidata': 'Q1622293', 'check_date': '2024-09-22', 'compressed_air': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'SOCAR Zur Schmiede', 'opening_hours': '24/7', 'operator': 'SOCAR Energy Switzerland', 'payment:cash': 'yes', 'payment:credit_cards': 'yes', 'payment:debit_cards': 'yes', 'self_service': 'yes', 'website': 'https://www.socarenergy.ch/', 'wheelchair': 'yes'}"
node,27125026,47.4010933,8.6199554,"{'amenity': 'fuel', 'branch': 'Dübendorf', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'brand:wikipedia': 'en:BP', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'name': 'BP Garage Tresch', 'operator': 'Tresch Automobile', 'payment:cards': 'yes', 'self_service': 'yes'}"
node,29881492,47.686119,8.621418,"{'addr:city': 'Neuhausen am Rheinfall', 'addr:housenumber': '38', 'addr:postcode': '8212', 'addr:street': 'Schaffhauserstrasse', 'amenity': 'fuel', 'branch': 'Neuhausen Rheinfall', 'brand': 'Shell', 'brand:wikidata': 'Q110716465', 'compressed_air': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_100': 'yes', 'fuel:octane_95': 'yes', 'name': 'Shell Rheinfall', 'operator': 'Shell (Switzerland)', 'website': 'https://find.shell.com/ch/fuel/10023368-shell-rheinfall/de_CH'}"
node,29881496,47.6822764,8.6093701,"{'amenity': 'fuel', 'brand': 'OIL!'}"
node,29882004,47.6799675,8.6064702,"{'amenity': 'fuel', 'brand': 'Coop'}"
node,29885121,47.6773289,8.6005845,"{'amenity': 'fuel', 'name': 'Wegmüller'}"
node,30011079,47.714297,8.5161525,"{'amenity': 'fuel', 'name': 'Bär - Benzin und Diesel'}"
node,33127154,47.1377584,9.0509476,"{'amenity': 'fuel', 'brand': 'BP', 'compressed_air': 'no'}"
node,33157581,47.1554377,9.038236,"{'amenity': 'fuel', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'brand:wikipedia': 'en:BP', 'name': 'BP'}"
node,33593043,47.1327975,9.0875692,"{'amenity': 'fuel', 'name': 'Garage Jörg AG'}"
node,34026947,47.1782564,9.0513173,"{'amenity': 'fuel', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'brand:wikipedia': 'en:BP', 'name': 'BP'}"
node,34026948,47.1871045,9.0496605,"{'addr:city': 'Schänis-Rufi', 'addr:postcode': '8723', 'addr:street': 'Gasterstrasse', 'amenity': 'fuel', 'brand': 'Spurt', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'phone': '+41 71 274 30 83', 'self_service': 'yes', 'website': 'http://www.waldburger-oel.ch/'}"
node,34026949,47.2112768,9.0283638,"{'amenity': 'fuel', 'name': 'Agrola'}"
node,34078845,47.4956958,8.7129812,"{'addr:city': 'Winterthur', 'addr:housenumber': '48', 'addr:postcode': '8406', 'addr:street': 'Zürcherstrasse', 'alt_name': 'Migrol Zürcherstrasse', 'amenity': 'fuel', 'branch': 'Winterthur Zürcherstrasse', 'brand': 'Shell', 'brand:wikidata': 'Q154950', 'compressed_air': 'yes', 'fuel:biogas': 'yes', 'fuel:cng': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_100': 'yes', 'fuel:octane_95': 'yes', 'name': 'Migrol Service Zürcherstrasse', 'operator': 'Migrol', 'website': 'https://www.migrol.ch/de/'}"
node,35684995,47.2254301,8.9761652,"{'amenity': 'fuel', 'fuel:HGV_diesel': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'opening_hours': '24/7', 'operator': 'Agrola', 'self_service': 'yes', 'shop': 'no', 'wheelchair': 'no'}"
node,36724756,47.2276132,8.9725233,"{'amenity': 'fuel', 'operator': 'BP'}"
node,47744371,47.3995257,8.4973287,"{'addr:city': 'Zürich', 'addr:country': 'CH', 'addr:housenumber': '146', 'addr:postcode': '8049', 'addr:street': 'Am Wasser', 'amenity': 'fuel', 'branch': 'Zürich Höngg', 'brand': 'Coop', 'check_date': '2024-09-02', 'name': 'Coop Tankstelle Höngg', 'opening_hours': 'Mo-Su 06:00-23:00', 'operator': 'Coop Mineraloel', 'shop': 'convenience'}"
node,52741787,47.3815928,8.5095448,"{'addr:city': 'Zürich', 'addr:country': 'CH', 'addr:housenumber': '73', 'addr:postcode': '8004', 'addr:street': 'Bullingerstrasse', 'amenity': 'fuel', 'branch': 'Zürich Hardau', 'brand': 'Shell', 'brand:wikidata': 'Q154950', 'fuel:diesel': 'yes', 'fuel:octane_100': 'yes', 'fuel:octane_95': 'yes', 'name': 'Shell Hardau', 'operator': 'Shell (Switzerland)', 'website': 'https://find.shell.com/ch/fuel/10023346-shell-hardau/de_CH', 'wheelchair': 'yes'}"
node,54754456,47.1211551,9.122469,"{'amenity': 'fuel', 'brand': 'Eni', 'brand:wikidata': 'Q565594', 'brand:wikipedia': 'en:Eni', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'Eni', 'self_service': 'yes'}"
node,55275762,47.2148943,9.0214887,{'amenity': 'fuel'}
node,56237356,47.2203343,8.980851,"{'addr:city': 'Uznach', 'addr:housenumber': '9', 'addr:postcode': '8730', 'addr:street': 'Burgerrietstrasse', 'amenity': 'fuel', 'opening_hours': '24/7', 'operator': 'Post'}"
node,59185470,47.2376219,8.7276971,"{'addr:city': 'Stäfa', 'addr:country': 'CH', 'addr:housenumber': '109', 'addr:postcode': '8712', 'addr:street': 'Seestrasse', 'amenity': 'fuel', 'brand': 'Avia', 'brand:wikidata': 'Q300147', 'brand:wikipedia': 'de:Avia International', 'name': 'AVIA', 'operator': 'AVIA', 'shop': 'convenience', 'wheelchair': 'yes'}"
node,73124669,47.3811098,8.4921479,"{'addr:city': 'Zürich', 'addr:country': 'CH', 'addr:housenumber': '32', 'addr:postcode': '8047', 'addr:street': 'Rautistrasse', 'alt_name': 'Migrol Flurstrasse', 'amenity': 'fuel', 'branch': 'Zürich Flurstrasse', 'brand': 'Migrol', 'brand:wikidata': 'Q1747771', 'check_date': '2024-09-19', 'compressed_air': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'name': 'Migrol Service Flurstrasse', 'opening_hours': 'PH,Mo-Su 06:00-23:00', 'operator': 'Migrol', 'payment:american_express': 'yes', 'payment:maestro': 'yes', 'payment:mastercard': 'yes', 'payment:notes': 'yes', 'payment:visa': 'yes', 'website': 'https://www.migrol.ch/de/', 'wheelchair': 'yes'}"
node,81321511,47.5335372,9.0696973,"{'amenity': 'fuel', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'maxheight': '3.8', 'opening_hours': '24/7', 'payment:american_express': 'yes', 'payment:cash': 'yes', 'payment:coins': 'no', 'payment:contactless': 'yes', 'payment:dkv': 'yes', 'payment:maestro': 'yes', 'payment:mastercard': 'yes', 'payment:postfinance_card': 'yes', 'payment:reka': 'yes', 'payment:routex': 'yes', 'payment:v_pay': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'self_service': 'yes'}"
node,82462301,47.6556089,8.857671,"{'amenity': 'fuel', 'brand': 'Avia', 'brand:wikidata': 'Q300147', 'compressed_air': 'yes', 'fuel:1_25': 'no', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'Keusch', 'opening_hours': '24/7', 'operator': 'Avia', 'self_service': 'yes', 'shop': 'no'}"
node,82462303,47.6577964,8.8533445,"{'amenity': 'fuel', 'check_date:opening_hours': '2023-07-02', 'compressed_air': 'no', 'fuel:1_25': 'no', 'fuel:1_50': 'no', 'fuel:GTL_diesel': 'no', 'fuel:HGV_diesel': 'no', 'fuel:biodiesel': 'no', 'fuel:biogas': 'no', 'fuel:cng': 'no', 'fuel:diesel': 'yes', 'fuel:e10': 'no', 'fuel:e85': 'no', 'fuel:electricity': 'no', 'fuel:lpg': 'no', 'fuel:octane_100': 'no', 'fuel:octane_91': 'no', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': ""Kofi's"", 'opening_hours:signed': 'no'}"
